Lexem,Genus,Worttrennung,IPA,Silbenzahl
Weinprobe,f,Wein·pro·be,ˈvaɪ̯nˌpʁoːbə,3
Weinprobierglas,n,Wein·pro·bier·glas,ˈvaɪ̯npʁoˌbiːɐ̯ɡlaːs,4
Weinproduktion,f,Wein·pro·duk·ti·on,ˈvaɪ̯npʁodʊkˌt͡si̯oːn,5
Weinranke,f,Wein·ran·ke,ˈvaɪ̯nˌʁaŋkə,3
Weinrebe,f,Wein·re·be,ˈvaɪ̯nˌʁeːbə,3
Weinreife,f,Wein·rei·fe,ˈvaɪ̯nˌʁaɪ̯fə,3
Weinschenk,m,Wein·schenk,ˈvaɪ̯nˌʃɛŋk,2
Weinschenke,f,Wein·schen·ke,ˈvaɪ̯nˌʃɛŋkə,3
Weinschorle,f,Wein·schor·le,ˈvaɪ̯nˌʃɔʁlə,3
Weinschröter,m,Wein·schrö·ter,ˈvaɪ̯nˌʃʁøːtɐ,3
Weinschönung,f,Wein·schö·nung,ˈvaɪ̯nˌʃøːnʊŋ,3
Weinsee,m,Wein·see,ˈvaɪ̯nˌzeː,2
Weinsegen,m,Wein·se·gen,ˈvaɪ̯nˌzeːɡn̩,3
Weinseligkeit,f,Wein·se·lig·keit,ˈvaɪ̯nˌzeːlɪçkaɪ̯t,4
Weinsorte,f,Wein·sor·te,ˈvaɪ̯nˌzɔʁtə,3
Weinstein,m,Wein·stein,ˈvaɪ̯nʃtaɪ̯n,2
Weinsteinsäure,f,Wein·stein·säu·re,ˈvaɪ̯nʃtaɪ̯nˌzɔɪ̯ʁə,4
Weinsteuer,f,Wein·steu·er,ˈvaɪ̯nˌʃtɔɪ̯ɐ,3
Weinstock,m,Wein·stock,ˈvaɪ̯nˌʃtɔk,2
Weinstraße,f,Wein·stra·ße,ˈvaɪ̯nˌʃtʁaːsə,3
Weinstrom,m,Wein·strom,ˈvaɪ̯nˌʃtʁoːm,2
Weinstube,f,Wein·stu·be,ˈvaɪ̯nˌʃtuːbə,3
Weinsäure,f,Wein·säu·re,ˈvaɪ̯nˌzɔɪ̯ʁə,3
Weintraube,f,Wein·trau·be,ˈvaɪ̯nˌtʁaʊ̯bə,3
Weintrinker,m,Wein·trin·ker,ˈvaɪ̯nˌtʁɪŋkɐ,3
Weintrinkerin,f,Wein·trin·ke·rin,ˈvaɪ̯nˌtʁɪŋkəʁɪn,4
Weinverkauf,m,Wein·ver·kauf,ˈvaɪ̯nfɛɐ̯ˌkaʊ̯f,3
Weinverkostung,f,Wein·ver·kos·tung,ˈvaɪ̯nfɛɐ̯ˌkɔstʊŋ,4
Weinvollerntemaschine,f,Wein·voll·ern·te·ma·schi·ne,ˈvaɪ̯nfɔlˌʔɛʁntəmaʃiːnə,7
Weinwirtschaft,f,Wein·wirt·schaft,ˈvaɪ̯nˌvɪʁtʃaft,3
Weinzehnt,m,Wein·zehnt,ˈvaɪ̯nˌt͡seːnt,2
Weinzehnte,m,Wein·zehn·te,ˈvaɪ̯nˌt͡seːntə,3
Weinzeiger,m,Wein·zei·ger,ˈvaɪ̯nˌt͡saɪ̯ɡɐ,3
Weinzierl,m,Wein·zierl,ˈvaɪ̯nˌt͡siːɐ̯l,2
Weinzwang,m,Wein·zwang,ˈvaɪ̯nt͡svaŋ,2
Weise,f,Wei·se,ˈvaɪ̯zə,2
Weisel,fm,Wei·sel,ˈvaɪ̯zl̩,2
Weiser,m,Wei·ser,ˈvaɪ̯zɐ,2
Weisheit,f,Weis·heit,ˈvaɪ̯shaɪ̯t,2
Weisheitszahn,m,Weis·heits·zahn,ˈvaɪ̯shaɪ̯t͡sˌt͡saːn,3
Weisheitszahnoperation,f,Weis·heits·zahn·ope·ra·ti·on,ˈvaɪ̯shaɪ̯t͡st͡saːnʔopəʁaˌt͡si̯oːn,7
Weissagung,f,Weis·sa·gung,ˈvaɪ̯sˌzaːɡʊŋ,3
Weistum,n,Weis·tum,,2
Weisung,f,Wei·sung,ˈvaɪ̯zʊŋ,2
Weisungsbefugnis,f,Wei·sungs·be·fug·nis,ˈvaɪ̯zʊŋsbəˌfuːknɪs,5
Weite,f,Wei·te,ˈvaɪ̯tə,2
Weiterbau,m,Wei·ter·bau,ˈvaɪ̯tɐˌbaʊ̯,3
Weiterbildung,f,Wei·ter·bil·dung,ˈvaɪ̯tɐˌbɪldʊŋ,4
Weiterbildungsmaßnahme,f,Wei·ter·bil·dungs·maß·nah·me,ˈvaɪ̯tɐbɪldʊŋsˌmaːsnaːmə,7
Weiterflug,m,Wei·ter·flug,ˈvaɪ̯tɐˌfluːk,3
Weitergabe,f,Wei·ter·ga·be,ˈvaɪ̯tɐˌɡaːbə,4
Weiterleitung,f,Wei·ter·lei·tung,ˈvaɪ̯tɐˌlaɪ̯tʊŋ,4
Weiterreise,f,Wei·ter·rei·se,ˈvaɪ̯tɐˌʁaɪ̯zə,4
Weiterung,f,Wei·te·rung,ˈvaɪ̯təʁʊŋ,3
Weiterverarbeitung,f,Wei·ter·ver·ar·bei·tung,ˈvaɪ̯tɐfɛɐ̯ˌʔaʁbaɪ̯tʊŋ,6
Weitschuss,m,Weit·schuss,ˈvaɪ̯tˌʃʊs,2
Weitsicht,f,Weit·sicht,ˈvaɪ̯tˌzɪçt,2
Weitsprung,m,Weit·sprung,ˈvaɪ̯tʃpʁʊŋ,2
Weitung,f,Wei·tung,ˈvaɪ̯tʊŋ,2
Weitwanderweg,m,Weit·wan·der·weg,ˈvaɪ̯tvandɐˌveːk,4
Weitwinkel,n,Weit·win·kel,ˈvaɪ̯tˌvɪŋkl̩,3
Weitwinkelobjektiv,n,Weit·win·kel·ob·jek·tiv,ˈvaɪ̯tvɪŋkl̩ʔɔpjɛkˌtiːf,6
Weitwurfdüse,f,Weit·wurf·dü·se,ˈvaɪ̯tvʊʁfˌdyːzə,4
Weizen,mn,Wei·zen,ˈvaɪ̯t͡sn̩|ˈvaɪ̯tsn̩,2
Weizenbier,n,Wei·zen·bier,ˈvaɪ̯t͡sn̩ˌbiːɐ̯,3
Weizenbrot,n,Wei·zen·brot,ˈvaɪ̯t͡sn̩ˌbʁoːt,3
Weizenbrötchen,n,Wei·zen·bröt·chen,ˈvaɪ̯t͡sn̩ˌbʁøːtçən,4
Weizendunst,m,Wei·zen·dunst,ˈvaɪ̯t͡sn̩ˌdʊnst,3
Weizenernte,f,Wei·zen·ern·te,ˈvaɪ̯t͡sn̩ˌʔɛʁntə,4
Weizenfeld,n,Wei·zen·feld,ˈvaɪ̯t͡sn̩ˌfɛlt,3
Weizengrieß,m,Wei·zen·grieß,ˈvaɪ̯t͡sn̩ˌɡʁiːs,3
Weizenkorn,n,Wei·zen·korn,ˈvaɪ̯t͡sn̩ˌkɔʁn,3
Weizenmehl,n,Wei·zen·mehl,ˈvaɪ̯t͡sn̩ˌmeːl,3
Weizenpreis,m,Wei·zen·preis,ˈvaɪ̯t͡sn̩ˌpʁaɪ̯s,3
Weizenprodukt,n,Wei·zen·pro·dukt,ˈvaɪ̯t͡sn̩pʁoˌdʊkt,4
Weizenproduktion,f,Wei·zen·pro·duk·ti·on,ˈvaɪ̯t͡sn̩pʁodʊkˌt͡si̯oːn,6
Weizensorte,f,Wei·zen·sor·te,ˈvaɪ̯t͡sn̩ˌzɔʁtə,4
Weizenstärke,f,Wei·zen·stär·ke,ˈvaɪ̯t͡sn̩ˌʃtɛʁkə,4
Weiß,n,Weiß,vaɪ̯s,1
Weißabgleich,m,Weiß·ab·gleich,ˈvaɪ̯sˌʔapɡlaɪ̯ç,3
Weißbier,n,Weiß·bier,ˈvaɪ̯sˌbiːɐ̯,2
Weißblech,n,Weiß·blech,ˈvaɪ̯sˌblɛç,2
Weißblechdose,f,Weiß·blech·do·se,ˈvaɪ̯sblɛçˌdoːzə,4
Weißbrot,n,Weiß·brot,ˈvaɪ̯sˌbʁoːt,2
Weißbrotscheibe,f,Weiß·brot·schei·be,ˈvaɪ̯sbʁoːtˌʃaɪ̯bə,4
Weißbuch,n,Weiß·buch,ˈvaɪ̯sˌbuːx,2
Weißbuche,f,Weiß·bu·che,ˈvaɪ̯sˌbuːxə,3
Weißburgunder,m,Weiß·bur·gun·der,ˈvaɪ̯sbʊʁˌɡʊndɐ,4
Weißdorn,m,Weiß·dorn,ˈvaɪ̯sˌdɔʁn,2
Weiße,f,Wei·ße,ˈvaɪ̯sə,2
Weiße-Kragen-Kriminalität,f,Wei·ße-Kra·gen-Kri·mi·na·li·tät,ˌvaɪ̯səˈkʁaːɡn̩kʁiminaliˌtɛːt,9
Weißei,n,Weiß·ei,ˈvaɪ̯sʔaɪ̯,2
Weißer,m,Wei·ßer,ˈvaɪ̯sɐ,2
Weißer Bruch,m,Wei·ßer,ˈvaɪ̯sɐ,2
Weißfisch,m,Weiß·fisch,ˈvaɪ̯sˌfɪʃ,2
Weißfuchsfell,n,Weiß·fuchs·fell,ˈvaɪ̯sfʊksˌfɛl,3
Weißgerber,m,Weiß·ger·ber,ˈvaɪ̯sˌɡɛʁbɐ,3
Weißglut,f,Weiß·glut,ˈvaɪ̯sˌɡluːt,2
Weißhandgibbon,m,Weiß·hand·gib·bon,ˈvaɪ̯shantˌɡɪbɔn,4
Weißherbst,m,Weiß·herbst,ˈvaɪ̯shɛʁpst,2
Weißkittel,m,Weiß·kit·tel,ˈvaɪ̯sˌkɪtl̩,3
Weißkohl,m,Weiß·kohl,ˈvaɪ̯sˌkoːl,2
Weißkopfruderente,f,Weiß·kopf·ru·der·en·te,ˈvaɪ̯skɔp͡fˌʁuːdɐʔɛntə,6
Weißkraut,n,Weiß·kraut,ˈvaɪ̯skʁaʊ̯t,2
Weißlacker,m,Weiß·la·cker,ˈvaɪ̯sˌlakɐ,3
Weißrusse,m,Weiß·rus·se,ˈvaɪ̯sˌʁʊsə,3
Weißrussin,f,Weiß·rus·sin,ˈvaɪ̯sˌʁʊsɪn,3
Weißrussisch,n,Weiß·rus·sisch,ˈvaɪ̯sˌʁʊsɪʃ,3
Weißruthenen,,Weiß·ru·the·nen,,4
Weißrückenspecht,m,Weiß·rü·cken·specht,ˈvaɪ̯sʁʏkn̩ˌʃpɛçt,4
Weißspitzen-Riffhai,m,Weiß·spit·zen-Riff·hai,ˈvaɪ̯sʃpɪt͡sn̩ˈʁɪfhaɪ̯,5
Weißstorch,m,Weiß·storch,ˈvaɪ̯sˌʃtɔʁç,2
Weißtanne,f,Weiß·tan·ne,ˈvaɪ̯stanə,3
Weißton,m,Weiß·ton,ˈvaɪ̯sˌtoːn,2
Weißwal,m,Weiß·wal,ˈvaɪ̯sˌvaːl,2
Weißwandreifen,m,Weiß·wand·rei·fen,ˈvaɪ̯svantˌʁaɪ̯fn̩,4
Weißwasser,n,Weiß·was·ser,ˈvaɪ̯sˌvasɐ,3
Weißwein,m,Weiß·wein,ˈvaɪ̯sˌvaɪ̯n,2
Weißweinflasche,f,Weiß·wein·fla·sche,ˈvaɪ̯svaɪ̯nˌflaʃə,4
Weißweinglas,n,Weiß·wein·glas,ˈvaɪ̯svaɪ̯nˌɡlaːs,3
Weißweinschorle,f,Weiß·wein·schor·le,ˈvaɪ̯svaɪ̯nˌʃɔʁlə,4
Weißwurst,f,Weiß·wurst,ˈvaɪ̯sˌvʊʁst,2
Weißwurstessen,n,Weiß·wurst·es·sen,ˈvaɪ̯svʊʁstˌʔɛsn̩,4
Weißwurstäquator,m,Weiß·wurst·äqua·tor,ˈvaɪ̯svʊʁstʔɛˌkvaːtoːɐ̯,4
Welfe,m,Wel·fe,ˈvɛlfə,2
Welfin,f,Wel·fin,ˈvɛlfɪn,2
Wellblech,n,Well·blech,ˈvɛlˌblɛç,2
Wellblechdach,n,Well·blech·dach,ˈvɛlblɛçˌdax,3
Wellblechhütte,f,Well·blech·hüt·te,ˈvɛlblɛçˌhʏtə,4
Welle,f,Wel·le,ˈvɛlə,2
Welle-Teilchen-Dualismus,m,Wel·le-Teil·chen-Du·a·lis·mus,vɛləˈtaɪ̯lçənduaˌlɪsmʊs,8
Wellenbad,n,Wel·len·bad,ˈvɛlənbaːt,3
Wellenberg,m,Wel·len·berg,ˈvɛlənˌbɛʁk,3
Wellenbewegung,f,Wel·len·be·we·gung,ˈvɛlənbəˌveːɡʊŋ,5
Wellenbrechen,n,Wel·len·bre·chen,ˈvɛlənˌbʁɛçn̩,4
Wellenionisator,m,Wel·len·io·ni·sa·tor,ˈvɛləni̯oniˌzaːtoːɐ̯,6
Wellenkamm,m,Wel·len·kamm,ˈvɛlənˌkam,3
Wellenkraftwerk,n,Wel·len·kraft·werk,ˈvɛlənˌkʁaftvɛʁk,4
Wellenlänge,f,Wel·len·län·ge,ˈvɛlənˌlɛŋə,4
Wellensittich,m,Wel·len·sit·tich,ˈvɛlənˌzɪtɪç,4
Wellenstrahlung,f,Wel·len·strah·lung,ˈvɛlənˌʃtʁaːlʊŋ,4
Wellental,n,Wel·len·tal,ˈvɛlənˌtaːl,3
Wellentheorie,f,Wel·len·the·o·rie,ˈvɛlənteoˌʁiː,5
Wellerismus,m,Wel·le·ris·mus,vɛləˈʁɪsmʊs,4
Wellfleisch,n,Well·fleisch,ˈvɛlˌflaɪ̯ʃ,2
Wellhornschnecke,f,Well·horn·schne·cke,ˈvɛlhɔʁnˌʃnɛkə,4
Welli,m,Wel·li,ˈvɛli,2
Wellingtonia,f,Wel·ling·to·nia,vɛlɪŋˈtoːni̯a,4
Wellness,f,Well·ness,ˈvɛlnɛs,2
Wellnessurlaub,m,Well·ness·ur·laub,ˈvɛlnɛsˌʔuːɐ̯laʊ̯p,4
Welpe,m,Wel·pe,ˈvɛlpə,2
Welpenschutz,m,Wel·pen·schutz,ˈvɛlpn̩ˌʃʊt͡s,3
Wels,m,Wels,vɛls,1
Welsch-Riesling,n,Welsch-Ries·ling,,3
Welscher,m,Wel·scher,ˈvɛlʃɐ,2
Welschkorn,n,Welsch·korn,ˈvɛlʃˌkɔʁn,2
Welschriesling,m,Welsch·ries·ling,ˈvɛlʃˌʁiːslɪŋ,3
Welschschweizer,m,Welsch·schwei·zer,ˈvɛlʃˌʃvaɪ̯t͡sɐ,3
Welsh Rabbit,m,Welsh,,1
Welsh Rarebit,m,Welsh,,1
Welt,f,Welt,vɛlt,1
Weltall,n,Welt·all,ˈvɛltʔal,2
Weltalter,n,Welt·al·ter,ˈvɛltˌaltɐ,3
Weltanschauung,f,Welt·an·schau·ung,ˈveltʔanˌʃaʊ̯ʊŋ,4
Weltatlas,m,Welt·at·las,ˈvɛltˌʔatlas,3
Weltausstellung,f,Welt·aus·stel·lung,ˈvɛltʔaʊ̯sˌʃtɛlʊŋ,4
Weltbank,f,Welt·bank,ˈvɛltbaŋk,2
Weltbevölkerung,f,Welt·be·völ·ke·rung,ˈvɛltbəˌfœlkəʁʊŋ,5
Weltbevölkerungstag,m,Welt·be·völ·ke·rungs·tag,ˈvɛltbəfœlkəʁʊŋsˌtaːk,6
Weltbewohner,m,Welt·be·woh·ner,ˈvɛltbəˌvoːnɐ,4
Weltbild,n,Welt·bild,ˈvɛltˌbɪlt,2
Weltbürger,m,Welt·bür·ger,ˈvɛltˌbʏʁɡɐ,3
Weltbürgerin,f,Welt·bür·ge·rin,ˈvɛltˌbʏʁɡəʁɪn,4
Weltbürgertum,n,Welt·bür·ger·tum,ˈvɛltˌbʏʁɡɐtuːm,4
Weltchronik,f,Welt·chro·nik,ˈvɛltˌkʁoːnɪk,3
Weltcupführender,m,Welt·cup·füh·ren·der,ˈvɛltkapˌfyːʁəndɐ,5
Weltcuppiste,f,Welt·cup·pis·te,ˈvɛltkapˌpɪstə,4
Weltcuppunkt,m,Welt·cup·punkt,ˈvɛltkapˌpʊŋkt,3
Weltcuprennen,n,Welt·cup·ren·nen,ˈvɛltkapˌʁɛnən,4
Weltcupsieger,m,Welt·cup·sie·ger,ˈvɛltkapˌziːɡɐ,4
Weltcupsiegerin,f,Welt·cup·sie·ge·rin,ˈvɛltkapˌziːɡəʁɪn,5
Welteislehre,f,Welt·eis·leh·re,ˈvɛltʔaɪ̯sˌleːʁə,4
Weltelite,f,Welt·eli·te,ˈvɛltʔeˌliːtə,3
Weltempfänger,m,Welt·emp·fän·ger,ˈvɛltʔɛmˌp͡fɛŋɐ,4
Weltenbasteln,n,Wel·ten·bas·teln,ˈvɛltn̩ˌbastl̩n,4
Weltenbastler,m,Wel·ten·bast·ler,ˈvɛltn̩ˌbastlɐ,4
Weltenbastlerin,f,Wel·ten·bast·le·rin,ˈvɛltn̩ˌbastləʁɪn,5
Weltenbrand,m,Wel·ten·brand,ˈvɛltn̩ˌbʁant,3
Weltenbummler,m,Wel·ten·bumm·ler,ˈvɛltn̩ˌbʊmlɐ,4
Weltenbummlerin,f,Wel·ten·bumm·le·rin,ˈvɛltn̩ˌbʊmləʁɪn,5
Welteninsel,f,Wel·ten·in·sel,ˈvɛltn̩ˌʔɪnzl̩,4
Weltenraum,m,Wel·ten·raum,ˈvɛltɛnʁaʊ̯m,3
Welterfolg,m,Welt·er·folg,ˈvɛltʔɛɐ̯ˌfɔlk,3
Weltergewicht,n,Wel·ter·ge·wicht,ˈvɛltɐɡəˌvɪçt,4
Welterkenntnis,f,Welt·er·kennt·nis,ˈvɛltʔɛɐ̯ˌkɛntnɪs,4
Weltfirma,f,Welt·fir·ma,ˈvɛltˌfɪʁma,3
Weltflucht,f,Welt·flucht,ˈvɛltflʊxt,2
Weltflüchtling,m,Welt·flücht·ling,ˈvɛltˌflʏçtlɪŋ,3
Weltflüchtlingstag,m,Welt·flücht·lings·tag,ˈvɛltflʏçtlɪŋsˌtaːk,4
Weltfrauentag,m,Welt·frau·en·tag,vɛltˈfʁaʊ̯əntaːk,4
Weltfriede,m,Welt·frie·de,ˈvɛltˌfʁiːdə,3
Weltfrieden,m,Welt·frie·den,ˈvɛltˌfʁiːdn̩,3
Weltfrömmigkeit,f,Welt·fröm·mig·keit,ˈvɛltˌfʁœmɪçkaɪ̯t,4
Weltfußball,m,Welt·fuß·ball,ˈvɛltfuːsˌbal,3
Weltfußballer,m,Welt·fuß·bal·ler,ˈvɛltfuːsˌbalɐ,4
Weltgeist,m,Welt·geist,ˈvɛltˌɡaɪ̯st,2
Weltgericht,n,Welt·ge·richt,ˈvɛltɡəˌʁɪçt,3
Weltgeschehen,n,Welt·ge·sche·hen,ˈvɛltɡəˌʃeːən,4
Weltgeschichte,f,Welt·ge·schich·te,ˈvɛltɡəˌʃɪçtə,4
Weltgesundheitsorganisation,f,Welt·ge·sund·heits·or·ga·ni·sa·ti·on,ˈvɛltɡəˌzʊnthaɪ̯t͡sʔɔʁɡanizat͡si̯oːn,10
Weltgetriebe,n,Welt·ge·trie·be,ˈvɛltɡəˌtʁiːbə,4
Weltgetümmel,n,Welt·ge·tüm·mel,ˈvɛltɡəˌtʏml̩,4
Welthandel,m,Welt·han·del,ˈvɛltˌhandl̩,3
Welthauptstadt,f,Welt·haupt·stadt,ˈvɛltˌhaʊ̯ptʃtat,3
Weltherrschaft,f,Welt·herr·schaft,ˈvɛltˌhɛʁʃaft,3
Welthilfssprache,f,Welt·hilfs·spra·che,ˈvɛltˌhɪlfsʃpʁaːxə,4
Welthunger,m,Welt·hun·ger,ˈvɛltˌhʊŋɐ,3
Weltkarriere,f,Welt·kar·ri·e·re,ˈvɛltkaˌʁi̯eːʁə,5
Weltkarte,f,Welt·kar·te,ˈvɛltˌkaʁtə,3
Weltkatzentag,m,Welt·kat·zen·tag,ˈvɛltkat͡sn̩ˌtaːk,4
Weltkinderhilfswerk,n,Welt·kin·der·hilfs·werk,,5
Weltklima,n,Welt·kli·ma,ˈvɛltˌkliːma,3
Weltklimakonferenz,f,Welt·kli·ma·kon·fe·renz,vɛltˈkliːmakɔnfəˌʁɛnt͡s,6
Weltklimaordnung,f,Welt·kli·ma·ord·nung,vɛltˈkliːmaˌʔɔʁdnʊŋ,5
Weltkrieg,m,Welt·krieg,ˈvɛltˌkʁiːk,2
Weltkriegsbombe,f,Welt·kriegs·bom·be,ˈvɛltkʁiːksˌbɔmbə,4
Weltkriegsmunition,f,Welt·kriegs·mu·ni·ti·on,ˈvɛltkʁiːksmuniˌt͡si̯oːn,6
Weltkriegstoter,m,Welt·kriegs·to·ter,ˈvɛltkʁiːksˌtoːtɐ,4
Weltkrise,f,Welt·kri·se,ˈvɛltˌkʁiːzə,3
Weltkultur,f,Welt·kul·tur,ˈvɛltkʊlˌtuːɐ̯,3
Weltkulturerbe,n,Welt·kul·tur·er·be,ˌvɛltkʊlˈtuːɐ̯ʔɛʁbə,5
Weltliteratur,f,Welt·li·te·ra·tur,ˈvɛltlɪtəʁaˌtuːɐ̯,5
Weltmacht,f,Welt·macht,ˈvɛltˌmaxt,2
Weltmann,m,Welt·mann,ˈvɛltˌman,2
Weltmarkt,m,Welt·markt,ˈvɛltˌmaʁkt,2
Weltmarktführer,m,Welt·markt·füh·rer,ˈvɛltmaʁktˌfyːʁɐ,4
Weltmeer,n,Welt·meer,ˈvɛltˌmeːɐ̯,2
Weltmeister,m,Welt·meis·ter,ˈvɛltˌmaɪ̯stɐ,3
Weltmeisterin,f,Welt·meis·te·rin,ˈvɛltˌmaɪ̯stəʁɪn,4
Weltmeisterschaft,f,Welt·meis·ter·schaft,ˈvɛltˌmaɪ̯stɐʃaft,4
Weltmeisterschaftsspiel,n,Welt·meis·ter·schafts·spiel,ˈvɛltmaɪ̯stɐʃaft͡sˌʃpiːl,5
Weltmensch,m,Welt·mensch,ˈvɛltˌmɛnʃ,2
Weltmenschtag,m,Welt·mensch·tag,vɛltˈmɛnʃˌtaːk,3
Weltmusik,f,Welt·mu·sik,ˈvɛltmuˌziːk,3
Weltmännertag,m,Welt·män·ner·tag,vɛltˈmɛnɐtaːk,4
Weltneurose,f,Welt·neu·ro·se,ˈvɛltnɔɪ̯ˌʁoːzə,4
Weltoffenheit,f,Welt·of·fen·heit,ˈvɛltˌʔɔfn̩haɪ̯t,4
Weltpostverein,m,Welt·post·ver·ein,vɛltˈpɔstfɛɐ̯ˌʔaɪ̯n,4
Weltpremiere,f,Welt·pre·mi·e·re,ˈvɛltpʁeˌmi̯eːʁə,5
Weltpresse,f,Welt·pres·se,ˈvɛltˌpʁɛsə,3
Weltpriester,m,Welt·pries·ter,ˈvɛltpʁiːstɐ,3
Weltrang,m,Welt·rang,ˈvɛltʁaŋ,2
Weltrangliste,f,Welt·rang·lis·te,ˈvɛltʁaŋˌlɪstə,4
Weltranglistenerste,f,Welt·rang·lis·ten·ers·te,ˈvɛltʁaŋlɪstn̩ˌʔeːɐ̯stə,6
Weltranglistenerster,m,Welt·rang·lis·ten·ers·ter,ˈvɛltʁaŋlɪstn̩ˌʔeːɐ̯stɐ,6
Weltraum,m,Welt·raum,ˈvɛltʁaʊ̯m,2
Weltraumbahnhof,m,Welt·raum·bahn·hof,ˈvɛltʁaʊ̯mˌbaːnhoːf,4
Weltraumbergbau,m,Welt·raum·berg·bau,ˈvɛltʁaʊ̯mˌbɛʁkbaʊ̯,4
Weltraumfahrer,m,Welt·raum·fah·rer,ˈvɛltʁaʊ̯mˌfaːʁɐ,4
Weltraumfahrerin,f,Welt·raum·fah·re·rin,ˈvɛltʁaʊ̯mˌfaːʁəʁɪn,5
Weltraumfahrt,f,Welt·raum·fahrt,ˈveltˌʁaʊ̯mfaːɐ̯t,3
Weltraumforscher,m,Welt·raum·for·scher,ˈvɛltʁaʊ̯mˌfɔʁʃɐ,4
Weltraumforschung,f,Welt·raum·for·schung,ˈvɛltʁaʊ̯mˌfɔʁʃʊŋ,4
Weltraumfähre,f,Welt·raum·fäh·re,ˈvɛltʁaʊ̯mˌfɛːʁə,4
Weltraumhaftung,f,Welt·raum·haf·tung,ˈvɛltʁaʊ̯mˌhaftʊŋ,4
Weltraumlift,m,Welt·raum·lift,ˈvɛltʁaʊ̯mˌlɪft,3
Weltraummüll,m,Welt·raum·müll,ˈvɛltʁaʊ̯mˌmʏl,3
Weltraumorganisation,f,Welt·raum·or·ga·ni·sa·ti·on,ˈvɛltʁaʊ̯mʔɔʁɡanizaˌt͡si̯oːn,8
Weltraumschrott,m,Welt·raum·schrott,ˈvɛltʁaʊ̯mˌʃʁɔt,3
Weltraumspaziergang,m,Welt·raum·spa·zier·gang,ˈvɛltʁaʊ̯mʃpaˌt͡siːɐ̯ɡaŋ,5
Weltraumteleskop,n,Welt·raum·te·le·s·kop,ˈvɛltʁaʊ̯mteleˌskoːp,6
Weltraumtheorie,f,Welt·raum·the·o·rie,ˈvɛltʁaʊ̯mteoˌʁiː,5
Weltraumtourist,m,Welt·raum·tou·rist,ˈvɛltʁaʊ̯mtuˌʁɪst,4
Weltraumwissenschaft,f,Welt·raum·wis·sen·schaft,ˈvɛltʁaʊ̯mˌvɪsn̩ʃaft,5
Weltregierung,f,Welt·re·gie·rung,ˈvɛltʁeˌɡiːʁʊŋ,4
Weltreich,n,Welt·reich,ˈvɛltˌʁaɪ̯ç,2
Weltreise,f,Welt·rei·se,ˈvɛltˌʁaɪ̯zə,3
Weltreisender,m,Welt·rei·sen·der,ˈvɛltˌʁaɪ̯zn̩dɐ,4
Weltreiterspiele,,Welt·rei·ter·spie·le,,5
Weltrekord,m,Welt·re·kord,ˈvɛltʁeˌkɔʁt,3
Weltrekordhalter,m,Welt·re·kord·hal·ter,ˈvɛltʁekɔʁtˌhaltɐ,5
Weltrekordhalterin,f,Welt·re·kord·hal·te·rin,ˈvɛltʁekɔʁtˌhaltəʁɪn,6
Weltrekordinhaber,m,Welt·re·kord·in·ha·ber,ˈvɛltʁekɔʁtˌʔɪnhaːbɐ,6
Weltrekordinhaberin,f,Welt·re·kord·in·ha·be·rin,ˈvɛltʁekɔʁtˌʔɪnhaːbəʁɪn,7
Weltrekordler,m,Welt·re·kord·ler,ˈvɛltʁeˌkɔʁtlɐ,4
Weltrekordlerin,f,Welt·re·kord·le·rin,ˈvɛltʁeˌkɔʁtləʁɪn,5
Weltrekordversuch,m,Welt·re·kord·ver·such,ˈvɛltʁekɔʁtfɛɐ̯ˌzuːx,5
Weltreligion,f,Welt·re·li·gi·on,ˈvɛltʁeliˌɡi̯oːn,5
Weltrevolution,f,Welt·re·vo·lu·ti·on,ˈvɛltʁevoluˌt͡si̯oːn,6
Weltruf,m,Welt·ruf,ˈvɛltˌʁuːf,2
Welträtsel,n,Welt·rät·sel,ˈvɛltˌʁɛːt͡səl,3
Weltschmerz,m,Welt·schmerz,ˈvɛltˌʃmɛʁt͡s,2
Weltseele,f,Welt·see·le,ˈvɛltˌzeːlə,3
Weltsicherheitsrat,m,Welt·si·cher·heits·rat,vɛltˈzɪçɐhaɪ̯t͡sˌʁaːt,5
Weltsicht,f,Welt·sicht,ˈvɛltˌzɪçt,2
Weltspartag,m,Welt·spar·tag,ˈvɛltˌʃpaːɐ̯taːk,3
Weltspiele,,Welt·spie·le,ˈvɛltˌʃpiːlə,3
Weltspitze,f,Welt·spit·ze,ˈvɛltˌʃpɪt͡sə,3
Weltsprache,f,Welt·spra·che,ˈvɛltˌʃpʁaːxə,3
Weltstaat,m,Welt·staat,ˈvɛltˌʃtaːt,2
Weltstadt,f,Welt·stadt,ˈvɛltˌʃtat,2
Weltstar,m,Welt·star,ˈvɛltˌstaːɐ̯,2
Welttag,m,Welt·tag,ˈvɛltˌtaːk,2
Welttorhüter,m,Welt·tor·hü·ter,,4
Welttournee,f,Welt·tour·nee,ˈvɛlttʊʁˌneː,3
Weltumrundung,f,Welt·um·run·dung,ˈvɛltʔʊmˌʁʊndʊŋ,4
Weltumsegelung,f,Welt·um·se·ge·lung,ˈvɛltʔʊmˌzeːɡəlʊŋ,5
Weltumseglung,f,Welt·um·seg·lung,ˈvɛltʔʊmˌzeːɡlʊŋ,4
